study,cancer_type,protein,transcript,expression
GTEX,GTEX Vagina,Isoform 4,ENST00000532491,"{""label"": ""ENST00000532491"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-1.938, -3.458], ""color"": [0.9058823529411765, 0.5411764705882353, 0.7647058823529411]}"
GTEX,GTEX Vagina,Isoform 5,ENST00000533306,"{""label"": ""ENST00000533306"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -3.816, ""whislo"": -9.966, ""whishi"": 0.2762, ""fliers"": [], ""color"": [0.6509803921568628, 0.8470588235294118, 0.32941176470588235]}"
TCGA,TCGA Acute Myeloid Leukemia,Isoform 1,ENST00000345732,"{""label"": ""ENST00000345732"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -1.884, ""whislo"": -9.966, ""whishi"": 1.844, ""fliers"": [], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Acute Myeloid Leukemia,Isoform 1,ENST00000389939,"{""label"": ""ENST00000389939"", ""med"": 0.2762, ""q1"": -0.8084, ""q3"": 1.19, ""whislo"": -3.458, ""whishi"": 4.15, ""fliers"": [-9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -6.506, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, 4.789, -9.966, -9.966, -4.035, -5.574, -9.966, -9.966, -5.574, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Acute Myeloid Leukemia,Isoform 1,ENST00000534668,"{""label"": ""ENST00000534668"", ""med"": -0.9686, ""q1"": -9.966, ""q3"": 0.6239, ""whislo"": -9.966, ""whishi"": 3.579, ""fliers"": [], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Acute Myeloid Leukemia,Isoform 2,ENST00000528313,"{""label"": ""ENST00000528313"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -1.781, ""whislo"": -9.966, ""whishi"": 2.151, ""fliers"": [], ""color"": [0.9882352941176471, 0.5529411764705883, 0.3843137254901961]}"
TCGA,TCGA Acute Myeloid Leukemia,Isoform 3,ENST00000532073,"{""label"": ""ENST00000532073"", ""med"": 2.043, ""q1"": 0.9862, ""q3"": 2.846, ""whislo"": -1.086, ""whishi"": 4.89, ""fliers"": [5.643, -2.315], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
TCGA,TCGA Acute Myeloid Leukemia,Isoform 4,ENST00000532491,"{""label"": ""ENST00000532491"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-2.315, -1.781, -2.245, -1.994, -1.994, -2.635, -0.5973, -2.114, -1.831, -1.595, -2.245, -2.548, -2.178], ""color"": [0.9058823529411765, 0.5411764705882353, 0.7647058823529411]}"
TCGA,TCGA Acute Myeloid Leukemia,Isoform 5,ENST00000533306,"{""label"": ""ENST00000533306"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -1.994, ""whislo"": -9.966, ""whishi"": 1.566, ""fliers"": [], ""color"": [0.6509803921568628, 0.8470588235294118, 0.32941176470588235]}"
TCGA,TCGA Adrenocortical Cancer,Isoform 1,ENST00000345732,"{""label"": ""ENST00000345732"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-4.608, -5.012, -5.574, -5.012, -5.012, -6.506, -2.388, -5.574, -3.458, -3.816, -3.171, -5.012, -5.574, -5.574, -3.626], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Adrenocortical Cancer,Isoform 1,ENST00000389939,"{""label"": ""ENST00000389939"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-3.626, -5.574, -2.826, 0.1648, -5.574, -5.574, -6.506, -4.293, -0.8599], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Adrenocortical Cancer,Isoform 1,ENST00000534668,"{""label"": ""ENST00000534668"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-1.214, -3.816], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Adrenocortical Cancer,Isoform 2,ENST00000528313,"{""label"": ""ENST00000528313"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-6.506, -4.293, -5.574, -6.506, -3.171, -5.012, -5.574, -6.506, -4.293], ""color"": [0.9882352941176471, 0.5529411764705883, 0.3843137254901961]}"
TCGA,TCGA Adrenocortical Cancer,Isoform 3,ENST00000532073,"{""label"": ""ENST00000532073"", ""med"": -6.506, ""q1"": -9.966, ""q3"": -4.293, ""whislo"": -9.966, ""whishi"": 0.2029, ""fliers"": [], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
TCGA,TCGA Adrenocortical Cancer,Isoform 4,ENST00000532491,"{""label"": ""ENST00000532491"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [], ""color"": [0.9058823529411765, 0.5411764705882353, 0.7647058823529411]}"
TCGA,TCGA Adrenocortical Cancer,Isoform 5,ENST00000533306,"{""label"": ""ENST00000533306"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-4.035, -6.506, -4.035, -3.626, -5.012], ""color"": [0.6509803921568628, 0.8470588235294118, 0.32941176470588235]}"
TCGA,TCGA Bladder Urothelial Carcinoma,Isoform 1,ENST00000345732,"{""label"": ""ENST00000345732"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -4.608, ""whislo"": -9.966, ""whishi"": 2.876, ""fliers"": [7.249, 4.811], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Bladder Urothelial Carcinoma,Isoform 1,ENST00000389939,"{""label"": ""ENST00000389939"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -2.5915, ""whislo"": -9.966, ""whishi"": 6.147, ""fliers"": [], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Bladder Urothelial Carcinoma,Isoform 1,ENST00000534668,"{""label"": ""ENST00000534668"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-5.574, 0.7664, -2.245, 0.9568, -0.9132, -2.548, -2.466, -3.626, -4.035, -3.171, 1.202, 2.015, -3.171, -0.6873, -5.012, -0.9686, -5.574, -2.114, -1.595, -4.293, -1.938, -2.826, -0.7108, -3.171, -0.8084, -2.053, 1.506, -2.466, -2.826, -3.047, -1.318, -5.574, -2.635, -1.431, -1.149, -0.1993, -2.178, -2.727, -0.8599, 0.1257, 3.082, -0.7834, -3.626, -0.0277, 1.138, -1.884, -1.732, -3.047, 1.941, -0.2845, -3.626, -1.732, -0.9406, 0.1124, 3.916, -2.548, -3.626, -2.466, 0.6145, -2.388, -2.388, 4.001, -1.994, -0.7588, -1.685, -2.245, -1.685, 0.9115, -0.3022, -4.608, -1.431, -0.4719, -0.1345, 1.252, -4.293, -3.047], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Bladder Urothelial Carcinoma,Isoform 2,ENST00000528313,"{""label"": ""ENST00000528313"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-5.574, -3.816, -2.932, -3.626, -1.214, -4.035, -4.035, -5.574, -4.035, -3.171, -1.355, -6.506, -5.574, -4.035, -6.506, -4.035, -3.626, -3.626, -7.027, -5.574, -4.608, -4.293, -6.506, -4.608, -6.506, -5.012, -4.293, -5.012, -4.608, -4.035, -7.85, -4.608, -6.506, -6.506, -0.7346, -5.574, -5.012, -5.574, -4.293, -3.047, -4.293, -2.826, -5.574, -4.293, 1.896, -5.012, -6.506, -5.012, -2.932, -4.035, 0.2029, -2.388, -3.816, -2.245, -2.388, -3.626, -6.506, 0.4552, -3.458, -5.574, -4.035], ""color"": [0.9882352941176471, 0.5529411764705883, 0.3843137254901961]}"
TCGA,TCGA Bladder Urothelial Carcinoma,Isoform 3,ENST00000532073,"{""label"": ""ENST00000532073"", ""med"": -3.626, ""q1"": -6.506, ""q3"": -0.89975, ""whislo"": -9.966, ""whishi"": 6.272, ""fliers"": [7.586, 8.448], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
TCGA,TCGA Bladder Urothelial Carcinoma,Isoform 4,ENST00000532491,"{""label"": ""ENST00000532491"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-3.626, -2.548, -4.293, -3.171, -0.3566, -2.315, -4.035, -2.635, -4.035, -1.639, -0.8863, -3.308, -3.626, -3.308, -1.732, -3.047, -3.047, -3.308, -0.4131, -1.732], ""color"": [0.9058823529411765, 0.5411764705882353, 0.7647058823529411]}"
TCGA,TCGA Bladder Urothelial Carcinoma,Isoform 5,ENST00000533306,"{""label"": ""ENST00000533306"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-2.932, -4.035, -1.994, 1.064, -1.831, -0.1993, -1.51, 3.355, -3.308, -5.012, -6.506, -5.574, -0.2498, 0.4233, -3.171, -2.932, -0.7108, -2.932, -2.932, -3.626, -1.431, -1.117, 1.34, 0.0854, -1.47, 0.1519, 1.092, -3.626, -3.458, -3.816, -0.1665, -3.047, -2.114, -0.1031, -3.308, -1.318, -4.035, -3.308, -3.458, -1.685, 1.852, -5.012, -2.826, 2.043, -1.781, -2.548, -2.315, -3.458, -3.047, -3.171, -2.548, -2.178, 1.88, -2.315, -4.293, -3.308, -1.392, -5.012, -0.7346, -3.458, -0.4719, -0.8599, -1.994, -0.5125, -1.47, 3.457, 1.258, -0.5125, -2.114, -1.884, -2.932, -2.932, -5.012, -4.035, -0.6643, -3.816, -2.245, -6.506, -2.548, 0.688, -2.932, 0.0718, -1.392, -3.171, -1.938, -0.9406, -4.293, -0.7834, -0.1504, -2.315, -2.826], ""color"": [0.6509803921568628, 0.8470588235294118, 0.32941176470588235]}"
TCGA,TCGA Brain Lower Grade Glioma,Isoform 1,ENST00000345732,"{""label"": ""ENST00000345732"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-4.608, -4.293, -5.574, -5.012, -4.293, -5.574, -3.308, -5.574, -2.548, -6.506, -5.574, -5.574, -3.047, -5.012, -5.574, -5.574, -6.506, -6.506, -5.012, -5.012, -5.012, -5.574, -6.506, -5.012, -5.574, -3.308, -5.574, -3.816, -4.035, -6.506, -5.012, -5.012, -3.458, -5.012, -4.608, -4.293, -5.574, -3.816, -5.574, -3.816, -2.727, -5.574, -4.608, -5.012, -3.626, -5.012, -3.458, -2.932, -3.816, -5.574, -4.608, -4.608, -4.035, -5.574, -5.574, -4.608, -5.012, -6.506, -5.012, -5.012, -4.608, -6.506, -5.012, -4.035, -4.035, -5.574, -5.012, -6.506, -5.012, -5.574, -6.506], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Brain Lower Grade Glioma,Isoform 1,ENST00000389939,"{""label"": ""ENST00000389939"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-5.574, -4.293, -4.035, -4.608, -3.458, -3.816, -3.816, -5.012, -5.012, -2.932, -5.012, -3.458, -5.012, -5.574, -5.012, -1.639, -3.308, -2.053, -2.932, -5.574, -3.816, -2.466, -4.035, -6.506, -3.458, -5.012, 2.504, -4.608, -4.293, -5.574, -5.012, -5.574, -5.574, -3.308, -6.506, -3.171, -4.608, -5.574, -5.012, -3.308, -5.012, -4.035, -5.574, -4.293, -3.816], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Brain Lower Grade Glioma,Isoform 1,ENST00000534668,"{""label"": ""ENST00000534668"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-1.355, -0.1187, -3.626, -3.171, -5.012, -4.608, -2.826, -1.086, -0.7108, -4.608, -5.574, -3.047, -6.506, -3.308, -4.035], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Brain Lower Grade Glioma,Isoform 2,ENST00000528313,"{""label"": ""ENST00000528313"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-5.574, -4.293, -4.293, -6.506, -6.506, -5.574, -3.171, -3.626, -3.171, -5.012, -4.293, -5.574, -3.816, -5.574, -3.458, -5.012, -5.574, -5.574, -5.574, -5.012, -6.506, -4.608, -5.574, -4.293, -4.608, -4.608, -4.608, -5.012, -6.506, -6.506, -5.012, -6.506, -3.047, -6.506, -5.574, -5.574, -5.012, -3.458, -3.626, -6.506, -5.574, -2.932, -5.574, -5.574, -3.047, -5.574, -4.608, -5.012, -3.816, -3.626, -4.608, -6.506, -3.458, -5.012, -4.293, -3.816, -3.816, -3.816, -5.012, -5.012, -4.293, -5.574, -4.608, -3.458, -5.574, -5.012, -5.574, -5.574, -4.293, -6.506, -5.574, -4.608, -4.035, -5.012, -3.171, -5.574, -5.574, -4.293, -3.047, -6.506, -3.816, -6.506, -4.608, -4.608, -4.293, -5.574, -5.012, -4.608, -6.506, -4.608, -5.574, -5.012, -3.171, -3.308, -6.506, -4.608, -4.608, -5.574, -5.012, -4.608, -5.012, -5.574, -2.466, -5.012, -6.506, -5.574, -4.035, -5.574, -4.608, -2.727, -4.293, -5.966, -5.012, -4.035, -6.506, -5.574, -4.608, -3.308, -5.574], ""color"": [0.9882352941176471, 0.5529411764705883, 0.3843137254901961]}"
TCGA,TCGA Brain Lower Grade Glioma,Isoform 3,ENST00000532073,"{""label"": ""ENST00000532073"", ""med"": -6.506, ""q1"": -9.966, ""q3"": -4.81, ""whislo"": -9.966, ""whishi"": 0.5271, ""fliers"": [4.121], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
TCGA,TCGA Brain Lower Grade Glioma,Isoform 4,ENST00000532491,"{""label"": ""ENST00000532491"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-3.047, -2.315], ""color"": [0.9058823529411765, 0.5411764705882353, 0.7647058823529411]}"
TCGA,TCGA Brain Lower Grade Glioma,Isoform 5,ENST00000533306,"{""label"": ""ENST00000533306"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-3.626, -3.816, -3.308, -1.51, -3.626, -3.171, -4.035, -3.047, -3.816, -4.608, -4.608, -4.608, 1.566, -4.608, -4.608, -2.727, -6.506, -4.293, -1.884, -3.626, -3.816, -2.178, -3.626, -4.293, -4.293, -3.458, -4.035, -5.012, -3.816, -5.574, -4.035, -3.171, -6.506, -6.506, -1.884, -5.574, -1.938, -6.506, -3.171, -4.293, -4.608, -4.035, -4.608, -3.171, -3.308, -6.506, -5.012, -4.442, -6.506, -4.608, -5.574, -3.047], ""color"": [0.6509803921568628, 0.8470588235294118, 0.32941176470588235]}"
TCGA,TCGA Breast Invasive Carcinoma,Isoform 1,ENST00000345732,"{""label"": ""ENST00000345732"", ""med"": -5.012, ""q1"": -9.966, ""q3"": -2.114, ""whislo"": -9.966, ""whishi"": 4.302, ""fliers"": [], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Breast Invasive Carcinoma,Isoform 1,ENST00000389939,"{""label"": ""ENST00000389939"", ""med"": -4.293, ""q1"": -9.966, ""q3"": -0.9971, ""whislo"": -9.966, ""whishi"": 6.362, ""fliers"": [], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Breast Invasive Carcinoma,Isoform 1,ENST00000534668,"{""label"": ""ENST00000534668"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -3.458, ""whislo"": -9.966, ""whishi"": 5.834, ""fliers"": [], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Breast Invasive Carcinoma,Isoform 2,ENST00000528313,"{""label"": ""ENST00000528313"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-4.293, -4.391, -3.308, -2.826, -3.308, -3.171, -1.181, -3.308, -4.608, -2.466, -1.552, -3.171, -3.279, -3.816, -2.826, -1.283, -3.458, -5.012, -3.308, -3.626, -4.608, -3.626, -4.608, -3.458, -1.685, -3.626, -0.5973, -5.012, -2.466, -4.293, -7.85, -1.283, -6.506, -6.506, -4.608, -3.626, -1.639, -6.506, -2.727, -3.458, -6.506, -4.035, -3.308, -4.796, -3.458, -6.506, -5.574, -3.308, -4.035, -3.816, -2.388, -4.608, -3.171, -3.458, -2.635, -4.293, -2.388, -0.9686, -4.608, -6.506, -3.171, -2.932, -3.816, -3.308, -3.458, 0.2277, -6.506, -3.626, -2.826, -5.574, -4.608, -3.816, -5.574, -4.608, -4.608, -6.506, -5.574, -3.171, -3.816, -5.574, -4.035, -0.4325, -2.932, -4.035, -2.315, -2.635, -5.574, 0.1519, -2.932, -5.574, -6.506, -4.035, -2.114, -4.293, -3.308, -1.431, -2.635, -1.248, -2.727, -3.171, -5.012, -3.458, -4.608, -1.47, -0.4131, -4.608, -5.574, -5.574, -0.9406, -4.293, -6.506, -6.506, -3.308, -5.574, -2.548, -3.458, -1.47, -1.884, -4.293, -4.035, 0.24, -3.816, -3.308, -5.012, -3.626, -3.047, -6.506, -6.506, -5.012, -3.816, -1.938, -4.116, -5.012, -3.816, -1.831, -1.781, -1.844, -6.506, -4.035, -3.308, -5.574, -3.626, -1.732, -2.548, -4.293, -4.035, -8.381, -2.548, -5.574, -2.826, -5.574, -2.388, -5.574, -4.035, -2.826, -5.574, -5.012, 0.5271, -1.938, -2.178, -2.635, -6.506, -6.506, -3.816, -6.506, -3.816, -5.012, -3.458, -1.732, -4.035, -6.506, -5.574, -1.51, 0.547, -5.012, -3.626, -4.608, -4.293, -5.574, -4.035], ""color"": [0.9882352941176471, 0.5529411764705883, 0.3843137254901961]}"
TCGA,TCGA Breast Invasive Carcinoma,Isoform 3,ENST00000532073,"{""label"": ""ENST00000532073"", ""med"": -1.117, ""q1"": -3.626, ""q3"": 0.9115, ""whislo"": -9.966, ""whishi"": 7.435, ""fliers"": [7.861], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
TCGA,TCGA Breast Invasive Carcinoma,Isoform 4,ENST00000532491,"{""label"": ""ENST00000532491"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-4.293, -3.816, -3.626, -3.626, -2.635, -2.178, -3.816, -2.315, -1.884, -1.552, -2.635, -2.466, -3.626, -3.171, -2.932, -3.308, -3.308, -1.685, -3.171, 1.258, -3.458, -3.816, -3.171, 0.0014, -0.6416, -3.626, -2.053, -2.178, -3.458, -1.732, -3.816, -3.626, -3.626, -3.171, -1.781, -3.171, -3.626, -3.308, -3.458, -3.171, -3.171, -2.826, -4.293, -3.458, -4.035, -4.035, -2.826, -3.171, -4.293, -3.626, -3.816, -2.053, -2.178, -3.458, -0.6416, -3.816, -4.035, -8.381, -3.626, -3.626, -3.626, -3.626, -2.548, -2.727, -3.458, -3.047, -1.884, -4.035, -3.047, -2.548, -1.831, -1.884, -3.171, -2.114, -3.308, -1.117, -3.308, -2.466, -1.552, -2.053, -2.315, -3.816, -0.9406, -3.626, -2.245, -1.938, -2.635, -3.626, -3.458, -2.315, -3.308, -3.458, -3.458, -1.994], ""color"": [0.9058823529411765, 0.5411764705882353, 0.7647058823529411]}"
TCGA,TCGA Breast Invasive Carcinoma,Isoform 5,ENST00000533306,"{""label"": ""ENST00000533306"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -2.507, ""whislo"": -9.966, ""whishi"": 5.68, ""fliers"": [], ""color"": [0.6509803921568628, 0.8470588235294118, 0.32941176470588235]}"
TCGA,TCGA Cervical & Endocervical Cancer,Isoform 1,ENST00000345732,"{""label"": ""ENST00000345732"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -4.293, ""whislo"": -9.966, ""whishi"": -0.5756, ""fliers"": [], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Cervical & Endocervical Cancer,Isoform 1,ENST00000389939,"{""label"": ""ENST00000389939"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -2.00875, ""whislo"": -9.966, ""whishi"": 2.039, ""fliers"": [], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Cervical & Endocervical Cancer,Isoform 1,ENST00000534668,"{""label"": ""ENST00000534668"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -5.807, ""whislo"": -9.966, ""whishi"": 0.1257, ""fliers"": [0.6517, 1.057], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Cervical & Endocervical Cancer,Isoform 2,ENST00000528313,"{""label"": ""ENST00000528313"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-2.727, -6.506, -5.574, -3.626, -4.293, -5.574, -5.574, -2.932, -4.608, -4.035, -3.626, -5.012, -5.574, -4.293, -6.506, -6.506, -2.826, -3.458, -5.012, -3.308, -2.245, -4.035, -3.816, -4.608, -3.171, -5.012, -5.574, -2.053, -4.293, -3.816], ""color"": [0.9882352941176471, 0.5529411764705883, 0.3843137254901961]}"
TCGA,TCGA Cervical & Endocervical Cancer,Isoform 3,ENST00000532073,"{""label"": ""ENST00000532073"", ""med"": -2.245, ""q1"": -4.608, ""q3"": -0.538475, ""whislo"": -9.966, ""whishi"": 3.359, ""fliers"": [], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
TCGA,TCGA Cervical & Endocervical Cancer,Isoform 4,ENST00000532491,"{""label"": ""ENST00000532491"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-3.626, -3.308, -3.816, -3.458, -3.816, -3.816, -1.994, -3.626, -2.388], ""color"": [0.9058823529411765, 0.5411764705882353, 0.7647058823529411]}"
TCGA,TCGA Cervical & Endocervical Cancer,Isoform 5,ENST00000533306,"{""label"": ""ENST00000533306"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -5.012, ""whislo"": -9.966, ""whishi"": 0.4552, ""fliers"": [], ""color"": [0.6509803921568628, 0.8470588235294118, 0.32941176470588235]}"
TCGA,TCGA Cholangiocarcinoma,Isoform 1,ENST00000345732,"{""label"": ""ENST00000345732"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -5.4334999999999996, ""whislo"": -9.966, ""whishi"": -0.4921, ""fliers"": [], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Cholangiocarcinoma,Isoform 1,ENST00000389939,"{""label"": ""ENST00000389939"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -3.708, ""whislo"": -9.966, ""whishi"": 2.753, ""fliers"": [6.549], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Cholangiocarcinoma,Isoform 1,ENST00000534668,"{""label"": ""ENST00000534668"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -8.547749999999999, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-1.595, -3.047, 1.092, 1.057, -3.458, -2.826, 4.007, -4.293, 1.196], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Cholangiocarcinoma,Isoform 2,ENST00000528313,"{""label"": ""ENST00000528313"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-4.035, -3.626, -5.574, -4.293, -4.608], ""color"": [0.9882352941176471, 0.5529411764705883, 0.3843137254901961]}"
TCGA,TCGA Cholangiocarcinoma,Isoform 3,ENST00000532073,"{""label"": ""ENST00000532073"", ""med"": -4.81, ""q1"": -7.371, ""q3"": -0.6905, ""whislo"": -9.966, ""whishi"": 7.11, ""fliers"": [], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
TCGA,TCGA Cholangiocarcinoma,Isoform 4,ENST00000532491,"{""label"": ""ENST00000532491"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-2.727, -0.2845], ""color"": [0.9058823529411765, 0.5411764705882353, 0.7647058823529411]}"
TCGA,TCGA Cholangiocarcinoma,Isoform 5,ENST00000533306,"{""label"": ""ENST00000533306"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -3.38625, ""whislo"": -9.966, ""whishi"": 3.401, ""fliers"": [], ""color"": [0.6509803921568628, 0.8470588235294118, 0.32941176470588235]}"
TCGA,TCGA Colon Adenocarcinoma,Isoform 1,ENST00000345732,"{""label"": ""ENST00000345732"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -3.308, ""whislo"": -9.966, ""whishi"": 3.275, ""fliers"": [], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Colon Adenocarcinoma,Isoform 1,ENST00000389939,"{""label"": ""ENST00000389939"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -2.75175, ""whislo"": -9.966, ""whishi"": 2.359, ""fliers"": [], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Colon Adenocarcinoma,Isoform 1,ENST00000534668,"{""label"": ""ENST00000534668"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-2.388, -5.823, -0.5543, -5.574, -2.315, -2.388, -1.283, -2.388, -3.458, -4.293, -0.4325, -4.035, -4.293, -6.506, -3.308, -5.012, -0.3201, -0.7108, -4.035, -1.552, -2.932, -1.181, -0.6193, -3.458, -3.047, -4.608, 1.345, -0.2498, -3.458, -2.727, -3.626, 1.656, -1.248, -4.608, -2.548, -3.308, -3.626, -3.308, -1.884, 0.5271, -1.884, -0.4521, -1.149, -5.012, -1.994, 2.729, 1.362, -0.394, -1.781, -5.574, -0.9971, -1.884, -1.51, -3.308, -2.245, -1.552, -2.466, 1.651, -0.1993, -0.0574], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
